tconst,title,startYear,endYear,runtime,genres,avgRating,numVotes,Rating,Summary,ReleaseDate,Genre,Language,Poster
tt0944947,Game of Thrones,2011,2019,60,Action Adventure Drama,9.2,2311128,,"Nine noble families fight for control over the lands of Westeros, while an ancient enemy returns after being dormant for millennia.","Release dateApril 17, 2011 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BN2IzYzBiOTQtNGZmMi00NDI5LTgxMzMtN2EzZjA1NjhlOGMxXkEyXkFqcGdeQXVyNjAwNDUxODI@._V1_QL75_UX190_CR0,2,190,281_.jpg"
tt0903747,Breaking Bad,2008,2013,45,Crime Drama Thriller,9.5,2168142,,A chemistry teacher diagnosed with inoperable lung cancer turns to manufacturing and selling methamphetamine with a former student in order to secure his family's future.,"Release dateJanuary 20, 2008 (United States)",,EnglishSpanish,"https://m.media-amazon.com/images/M/MV5BYmQ4YWMxYjUtNjZmYi00MDQ1LWFjMjMtNjA5ZDdiYjdiODU5XkEyXkFqcGdeQXVyMTMzNDExODE5._V1_QL75_UX190_CR0,2,190,281_.jpg"
tt4574334,Stranger Things,2016,2025,60,Drama Fantasy Horror,8.7,1355941,,"When a young boy vanishes, a small town uncovers a mystery involving secret experiments, terrifying supernatural forces and one strange little girl.","Release dateJuly 15, 2016 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BMDZkYmVhNjMtNWU4MC00MDQxLWE3MjYtZGMzZWI1ZjhlOWJmXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UY281_CR18,0,190,281_.jpg"
tt0108778,Friends,1994,2004,22,Comedy Romance,8.9,1097818,,Follows the personal and professional lives of six twenty to thirty year-old friends living in the Manhattan borough of New York City.,"Release dateSeptember 22, 1994 (United States)",,EnglishSpanishItalianFrenchDutchHebrew,"https://m.media-amazon.com/images/M/MV5BNDVkYjU0MzctMWRmZi00NTkxLTgwZWEtOWVhYjZlYjllYmU4XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UY281_CR1,0,190,281_.jpg"
tt1520211,The Walking Dead,2010,2022,45,Drama Horror Thriller,8.1,1093022,,Sheriff Deputy Rick Grimes wakes up from a coma to learn the world is in ruins and must lead a group of survivors to stay alive.,"Release dateOctober 31, 2010 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BNzI5MjUyYTEtMTljZC00NGI5LWFhNWYtYjY0ZTQ5YmEzMWRjXkEyXkFqcGdeQXVyMTY3MDE5MDY1._V1_QL75_UX190_CR0,2,190,281_.jpg"
tt1475582,Sherlock,2010,2017,90,Crime Drama Mystery,9.1,1008414,,"The quirky spin on Conan Doyle's iconic sleuth pitches him as a ""high-functioning sociopath"" in modern-day London. Assisting him in his investigations: Afghanistan War vet John Watson, who's... Read all","Release dateOctober 24, 2010 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BNTQzNGZjNDEtOTMwYi00MzFjLWE2ZTYtYzYxYzMwMjZkZDc5XkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg"
tt7366338,Chernobyl,2019,2019,41,Drama History Thriller,9.3,879053,,"In April 1986, the city of Chernobyl in the Soviet Union suffers one of the worst nuclear disasters in the history of mankind. Consequently, many heroes put their lives on the line in the fo... Read all","Release dateMay 6, 2019 (United States)",,EnglishRussianUkrainian,"https://m.media-amazon.com/images/M/MV5BNTdkN2QwMDItMDVhNS00ZjFiLWEzNTctMzY5ODQzYWNkMDllXkEyXkFqcGdeQXVyMTMzNDExODE5._V1_QL75_UY281_CR7,0,190,281_.jpg"
tt0898266,The Big Bang Theory,2007,2019,22,Comedy Romance,8.1,876515,,"Aspiring film actress Penny moves into a Pasadena apartment across the hall from brilliant, but socially awkward, physicists Sheldon Cooper and Leonard Hofstadter and shows them how little t... Read all","Release dateSeptember 24, 2007 (United States)",,EnglishHindiItalianRussianMandarinKlingon,"https://m.media-amazon.com/images/M/MV5BY2FmZTY5YTktOWRlYy00NmIyLWE0ZmQtZDg2YjlmMzczZDZiXkEyXkFqcGdeQXVyNjg4NzAyOTA@._V1_QL75_UX190_CR0,2,190,281_.jpg"
tt0773262,Dexter,2006,2013,60,Crime Drama Mystery,8.6,778221,,"He's smart. He's lovable. He's Dexter Morgan, America's favorite serial killer, who spends his days solving crimes and nights committing them.","Release dateOctober 1, 2006 (United States)",,EnglishSpanish,"https://m.media-amazon.com/images/M/MV5BZjkzMmU5MjMtODllZS00OTA5LTk2ZTEtNjdhYjZhMDA5ZTRhXkEyXkFqcGdeQXVyOTA3MTMyOTk@._V1_QL75_UY281_CR9,0,190,281_.jpg"
tt0460649,How I Met Your Mother,2005,2014,23,Comedy Drama Romance,8.3,733998,,A father recounts to his children - through a series of flashbacks - the journey he and his four best friends took leading up to him meeting their mother.,"Release dateSeptember 19, 2005 (United States)",,EnglishPersianChinese,"https://m.media-amazon.com/images/M/MV5BNjg1MDQ5MjQ2N15BMl5BanBnXkFtZTYwNjI5NjA3._V1_QL75_UY281_CR10,0,190,281_.jpg"
tt0386676,The Office,2005,2013,22,Comedy,9,724194,,"A mockumentary on a group of typical office workers, where the workday consists of ego clashes, inappropriate behavior, tedium and romance.","Release dateMarch 24, 2005 (United States)",,EnglishSpanishGermanFrench,"https://m.media-amazon.com/images/M/MV5BMDNkOTE4NDQtMTNmYi00MWE0LWE4ZTktYTc0NzhhNWIzNzJiXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_QL75_UX190_CR0,2,190,281_.jpg"
tt1190634,The Boys,2019,\N,60,Action Comedy Crime,8.7,684193,,A group of vigilantes set out to take down corrupt superheroes who abuse their superpowers.,"Release dateJuly 26, 2019 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BYTY2ZjYyNGUtZGVkZS00MDNhLWIwMjMtZDk4MmQ5ZWI0NTY4XkEyXkFqcGdeQXVyMTY3MDE5MDY1._V1_QL75_UY281_CR18,0,190,281_.jpg"
tt2356777,True Detective,2014,\N,60,Crime Drama Mystery,8.9,663302,,"Anthology series in which police investigations unearth the personal and professional secrets of those involved, both within and outside the law.","Release dateJanuary 12, 2014 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BNTEzMzBiNGYtYThiZS00MzBjLTk5ZWItM2FmMzU3Y2RjYTVlXkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt2442560,Peaky Blinders,2013,2022,60,Crime Drama,8.8,660871,,"A gangster family epic set in 1900s England, centering on a gang who sew razor blades in the peaks of their caps, and their fierce boss Tommy Shelby.","Release dateSeptember 30, 2014 (United States)",,EnglishRomanianIrish GaelicItalianYiddishFrench,"https://m.media-amazon.com/images/M/MV5BZjYzZDgzMmYtYjY5Zi00YTk1LThhMDYtNjFlNzM4MTZhYzgyXkEyXkFqcGdeQXVyMTE5NDQ1MzQ3._V1_QL75_UY281_CR18,0,190,281_.jpg"
tt3032476,Better Call Saul,2015,2022,45,Crime Drama,9,660250,,The trials and tribulations of criminal lawyer Jimmy McGill in the years leading up to his fateful run-in with Walter White and Jesse Pinkman.,"Release dateFebruary 8, 2015 (United States)",,EnglishSpanishVietnamese,"https://m.media-amazon.com/images/M/MV5BZDA4YmE0OTYtMmRmNS00Mzk2LTlhM2MtNjk4NzBjZGE1MmIyXkEyXkFqcGdeQXVyMTMzNDExODE5._V1_QL75_UX190_CR0,2,190,281_.jpg"
tt2085059,Black Mirror,2011,\N,60,Crime Drama Mystery,8.7,646954,,"Featuring stand-alone dramas -- sharp, suspenseful, satirical tales that explore techno-paranoia -- ""Black Mirror"" is a contemporary reworking of ""The Twilight Zone"" with stories that tap in... Read all","Release dateDecember 4, 2011 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BZTgyNTBkNzctN2I3NC00NTA1LWJiMDMtYzA2MmYyZjc1NWQzXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_QL75_UY281_CR18,0,190,281_.jpg"
tt2861424,Rick and Morty,2013,\N,23,Adventure Animation Comedy,9.1,610669,,The fractured domestic lives of a nihilistic mad scientist and his anxious grandson are further complicated by their inter-dimensional misadventures.,"Release dateDecember 2, 2013 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BZjRjOTFkOTktZWUzMi00YzMyLThkMmYtMjEwNmQyNzliYTNmXkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_QL75_UX190_CR0,2,190,281_.jpg"
tt0411008,Lost,2004,2010,43,Adventure Drama Fantasy,8.3,600973,,The survivors of a plane crash are forced to work together in order to survive on a seemingly deserted tropical island.,"Release dateSeptember 22, 2004 (United States)",,EnglishPortugueseSpanishArabicFrenchKoreanGermanLatinRussianJapanese,"https://m.media-amazon.com/images/M/MV5BNzhlY2E5NDUtYjJjYy00ODg3LWFkZWQtYTVmMzU4ZWZmOWJkXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UX190_CR0,6,190,281_.jpg"
tt8111088,The Mandalorian,2019,\N,40,Action Adventure Fantasy,8.6,595230,,"The travels of a lone bounty hunter in the outer reaches of the galaxy, far from the authority of the New Republic.","Release dateNovember 12, 2019 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BN2M5YWFjN2YtYzU2YS00NzBlLTgwZWUtYWQzNWFhNDkyYjg3XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt2306299,Vikings,2013,2020,45,Action Adventure Drama,8.5,589374,,"Vikings transports us to the brutal and mysterious world of Ragnar Lothbrok, a Viking warrior and farmer who yearns to explore--and raid--the distant shores across the ocean.","Release dateMarch 3, 2013 (United States)",,"EnglishOld EnglishNorse, OldLatinFrenchArabicGreek, Ancient (to 1453)Russian","https://m.media-amazon.com/images/M/MV5BZWNlZmNiNzItYWMwNC00ODYxLThlNjYtMjU3NzlmNDQxMTY2XkEyXkFqcGdeQXVyMTA3MzQ4MTc0._V1_QL75_UX190_CR0,2,190,281_.jpg"
tt0455275,Prison Break,2005,2017,44,Action Crime Drama,8.3,584464,,"A structural engineer installs himself in a prison he helped design, in order to save his falsely accused brother from a death sentence by breaking themselves out from the inside.","Release dateAugust 29, 2005 (United States)",,EnglishArabicSpanish,"https://m.media-amazon.com/images/M/MV5BMTg3NTkwNzAxOF5BMl5BanBnXkFtZTcwMjM1NjI5MQ@@._V1_QL75_UY281_CR1,0,190,281_.jpg"
tt5180504,The Witcher,2019,\N,60,Action Adventure Drama,8,575584,,"Geralt of Rivia, a solitary monster hunter, struggles to find his place in a world where people often prove more wicked than beasts.","Release dateDecember 20, 2019 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BMDEwOWVlY2EtMWI0ZC00OWVmLWJmZGItYTk3YjYzN2Y0YmFkXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt10048342,The Queen's Gambit,2020,2020,60,Drama,8.5,565255,,"Orphaned at the tender age of nine, prodigious introvert Beth Harmon discovers and masters the game of chess in 1960s USA. But child stardom comes at a price.","Release dateOctober 23, 2020 (United States)",,EnglishFrenchSpanishRussian,"https://m.media-amazon.com/images/M/MV5BM2EwMmRhMmUtMzBmMS00ZDQ3LTg4OGEtNjlkODk3ZTMxMmJlXkEyXkFqcGdeQXVyMjM5ODk1NDU@._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt10919420,Squid Game,2021,\N,60,Action Drama Mystery,8,553600,,"Hundreds of cash-strapped players accept a strange invitation to compete in children's games. Inside, a tempting prize awaits with deadly high stakes: a survival game that has a whopping 45.... Read all","Release dateSeptember 17, 2021 (United States)",,KoreanEnglishUrdu,"https://m.media-amazon.com/images/M/MV5BYWE3MDVkN2EtNjQ5MS00ZDQ4LTliNzYtMjc2YWMzMDEwMTA3XkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt3581920,The Last of Us,2023,\N,50,Action Adventure Drama,8.7,545427,,"After a global pandemic destroys civilization, a hardened survivor takes charge of a 14-year-old girl who may be humanity's last hope.","Release dateJanuary 15, 2023 (United States)",,EnglishIndonesian,"https://m.media-amazon.com/images/M/MV5BZGUzYTI3M2EtZmM0Yy00NGUyLWI4ODEtN2Q3ZGJlYzhhZjU3XkEyXkFqcGdeQXVyNTM0OTY1OQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt6468322,Money Heist,2017,2021,60,Action Crime Drama,8.2,538347,,An unusual group of robbers attempt to carry out the most perfect robbery in Spanish history - stealing 2.4 billion euros from the Royal Mint of Spain.,"Release dateMay 2, 2017 (United States)",,SpanishRussianSerbianEnglish,"https://m.media-amazon.com/images/M/MV5BODI0ZTljYTMtODQ1NC00NmI0LTk1YWUtN2FlNDM1MDExMDlhXkEyXkFqcGdeQXVyMTM0NTUzNDIy._V1_QL75_UX190_CR0,2,190,281_.jpg"
tt0475784,Westworld,2016,2022,60,Drama Mystery Sci-Fi,8.5,536235,,"At the intersection of the near future and the reimagined past, waits a world in which every human appetite can be indulged without consequence.","Release dateOctober 2, 2016 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BZDg1OWRiMTktZDdiNy00NTZlLTg2Y2EtNWRiMTcxMGE5YTUxXkEyXkFqcGdeQXVyMTM2MDY0OTYx._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt0185906,Band of Brothers,2001,2001,60,Drama History War,9.4,534465,,"The story of Easy Company of the U.S. Army 101st Airborne Division and their mission in World War II Europe, from Operation Overlord to V-J Day.","Release dateSeptember 9, 2001 (United States)",,EnglishDutchFrenchGermanLithuanian,"https://m.media-amazon.com/images/M/MV5BMTI3ODc2ODc0M15BMl5BanBnXkFtZTYwMjgzNjc3._V1_QL75_UX190_CR0,5,190,281_.jpg"
tt1856010,House of Cards,2013,2018,50,Drama,8.6,533620,,A Congressman works with his equally conniving wife to exact revenge on the people who betrayed him.,"Release dateFebruary 1, 2013 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BNmM4ODU1MzItODYyYi00Y2U0LWFjZjItYTRhZWIwOGMyZTRhXkEyXkFqcGdeQXVyNjc2NTQ4Nzk@._V1_QL75_UY281_CR6,0,190,281_.jpg"
tt2560140,Attack on Titan,2013,2023,24,Action Adventure Animation,9.1,530083,,"After his hometown is destroyed, young Eren Jaeger vows to cleanse the earth of the giant humanoid Titans that have brought humanity to the brink of extinction.","Release dateSeptember 28, 2013 (United States)",,JapaneseEnglish,"https://m.media-amazon.com/images/M/MV5BNDFjYTIxMjctYTQ2ZC00OGQ4LWE3OGYtNDdiMzNiNDZlMDAwXkEyXkFqcGdeQXVyNzI3NjY3NjQ@._V1_QL75_UY281_CR9,0,190,281_.jpg"
tt0412142,House,2004,2012,45,Drama Mystery,8.7,521879,,"Using a crack team of doctors and his wits, an antisocial maverick doctor specializing in diagnostic medicine does whatever it takes to solve puzzling cases that come his way.","Release dateNovember 16, 2004 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BMDA4NjQzN2ItZDhhNC00ZjVlLWFjNTgtMTEyNDQyOGNjMDE1XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UY281_CR1,0,190,281_.jpg"
tt1442437,Modern Family,2009,2020,22,Comedy Drama Romance,8.5,489986,,"Three different, but related, families face trials and tribulations in their own uniquely comedic ways.","Release dateSeptember 23, 2009 (United States)",,EnglishSpanishChineseItalian,"https://m.media-amazon.com/images/M/MV5BNzRhNWIxYTEtYjc2NS00YWFlLWFhOGEtMDZiMWM1M2RkNDkyXkEyXkFqcGdeQXVyNjc0MjkzNjc@._V1_QL75_UX190_CR0,1,190,281_.jpg"
tt0460681,Supernatural,2005,2020,44,Drama Fantasy Horror,8.4,488096,,"Two brothers follow their father's footsteps as hunters, fighting evil supernatural beings of many kinds, including monsters, demons, and gods that roam the earth.","Release dateSeptember 13, 2005 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BMDFmMGZmMGItNGRjNC00NjVjLWI5ODEtNzhjMTE5MmJhN2FkXkEyXkFqcGc@._V1_QL75_UY281_CR2,0,190,281_.jpg"
tt1632701,Suits,2011,2019,44,Comedy Drama,8.4,486665,,"On the run from a drug deal gone bad, brilliant college dropout Mike Ross finds himself working with Harvey Specter, one of New York City's best lawyers.","Release dateJune 23, 2011 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BNmVmMmM5ZmItZDg0OC00NTFiLWIxNzctZjNmYTY5OTU3ZWU3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY281_CR1,0,190,281_.jpg"
tt0141842,The Sopranos,1999,2007,60,Crime Drama,9.2,479981,,"New Jersey mob boss Tony Soprano deals with personal and professional issues in his home and business life that affect his mental state, leading him to seek professional psychiatric counseli... Read all","Release dateJanuary 10, 1999 (United States)",,EnglishItalianRussian,"https://m.media-amazon.com/images/M/MV5BZTZkMWVkNTEtYzMxMC00MzQzLTg5NjUtNTNmN2M2NzEwNzI0XkEyXkFqcGdeQXVyMTY3MDE5MDY1._V1_QL75_UX190_CR0,2,190,281_.jpg"
tt3322312,Daredevil,2015,2018,60,Action Crime Drama,8.6,478263,,"A blind lawyer by day, vigilante by night. Matt Murdock fights the crime of New York as Daredevil.","Release dateApril 10, 2015 (United States)",,EnglishSpanishMandarinJapaneseRussian,"https://m.media-amazon.com/images/M/MV5BODcwOTg2MDE3NF5BMl5BanBnXkFtZTgwNTUyNTY1NjM@._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt2707408,Narcos,2015,2017,50,Biography Crime Drama,8.8,475146,,"A chronicled look at the criminal exploits of Colombian drug lord Pablo Escobar, as well as the many other drug kingpins who plagued the country through the years.","Release dateAugust 28, 2015 (United States)",,EnglishSpanish,"https://m.media-amazon.com/images/M/MV5BNmFjODU3YzgtMGUwNC00ZGI3LWFkZjQtMjkxZDc3NmQ1MzcyXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt5753856,Dark,2017,2020,60,Crime Drama Mystery,8.7,451896,,"A family saga with a supernatural twist, set in a German town where the disappearance of two young children exposes the relationships among four families.","Release dateDecember 1, 2017 (United States)",,German,"https://m.media-amazon.com/images/M/MV5BOTk2NzUyOTctZDdlMS00MDJlLTgzNTEtNzQzYjFhNjA0YjBjXkEyXkFqcGdeQXVyMjg1NDcxNDE@._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt2193021,Arrow,2012,2020,42,Action Adventure Crime,7.5,447464,,"Spoiled billionaire playboy Oliver Queen is missing and presumed dead when his yacht is lost at sea. He returns five years later a changed man, determined to clean up the city as a hooded vi... Read all","Release dateOctober 10, 2012 (United States)",,EnglishGreekArabicRussianChineseSpanishJapanese,"https://m.media-amazon.com/images/M/MV5BMTI0NTMwMDgtYTMzZC00YmJhLTg4NzMtMTc1NjI4MWY4NmQ4XkEyXkFqcGdeQXVyNTY3MTYzOTA@._V1_QL75_UY281_CR18,0,190,281_.jpg"
tt0096697,The Simpsons,1989,\N,22,Animation Comedy,8.7,438898,,The satiric half-hour adventures of a working-class family in the misfit city of Springfield.,"Release dateDecember 17, 1989 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BYjFkMTlkYWUtZWFhNy00M2FmLThiOTYtYTRiYjVlZWYxNmJkXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX190_CR0,2,190,281_.jpg"
tt2802850,Fargo,2014,2024,60,Crime Drama Thriller,8.9,425774,,"Various chronicles of deception, intrigue, and murder in and around frozen Minnesota. All of these tales mysteriously lead back one way or another to Fargo, North Dakota.","Release dateApril 15, 2014 (United States)",,EnglishGermanKoreanSpanishAmerican Sign LanguageFrenchUkrainianHebrewRussian,"https://m.media-amazon.com/images/M/MV5BMjNlMTIxNDEtY2U3OC00ZGFlLTgxNzEtZDU3NTdiZTAzN2MxXkEyXkFqcGdeQXVyMTU1ODIwMTM1._V1_QL75_UY281_CR18,0,190,281_.jpg"
tt4158110,Mr. Robot,2015,2019,45,Crime Drama Thriller,8.5,421875,,"Elliot, a brilliant but unstable cyber-security engineer and vigilante hacker, becomes a key figure in a complex game of global chaos when he and his shadowy allies try to take down the corr... Read all","Release dateJune 24, 2015 (United States)",,EnglishSwedishDanishChinesePersianSpanishSamoanArabicGerman,"https://m.media-amazon.com/images/M/MV5BMzgxMmQxZjQtNDdmMC00MjRlLTk1MDEtZDcwNTdmOTg0YzA2XkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_QL75_UX190_CR0,2,190,281_.jpg"
tt9140554,Loki,2021,2023,50,Action Adventure Fantasy,8.2,416774,,The mercurial villain Loki resumes his role as the God of Mischief in a new series that takes place after the events of “Avengers: Endgame.”,"Release dateJune 9, 2021 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BNTY1ZDQzNzQtZGM1Yy00YjRhLTliYmMtOGM2OWFlYTRjOTc2XkEyXkFqcGdeQXVyMTY3MDE5MDY1._V1_QL75_UY281_CR18,0,190,281_.jpg"
tt0121955,South Park,1997,\N,22,Animation Comedy,8.7,408851,,"Follows the misadventures of four irreverent grade-schoolers in the quiet, dysfunctional town of South Park, Colorado.","Release dateAugust 13, 1997 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BZjNhODYzZGItZWQ3Ny00ZjViLTkxMTUtM2EzN2RjYjU2OGZiXkEyXkFqcGdeQXVyMTI5MTc0OTIy._V1_QL75_UX190_CR0,2,190,281_.jpg"
tt11198330,House of the Dragon,2022,\N,50,Action Adventure Drama,8.4,402753,,"An internal succession war within House Targaryen at the height of its power, 172 years before the birth of Daenerys Targaryen.","Release dateAugust 21, 2022 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BM2QzMGVkNjUtN2Y4Yi00ODMwLTg3YzktYzUxYjJlNjFjNDY1XkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt0877057,Death Note,2006,2007,24,Animation Crime Drama,8.9,385564,,An intelligent high school student goes on a secret crusade to eliminate criminals from the world after discovering a notebook capable of killing anyone whose name is written into it.,"Release dateOctober 21, 2007 (United States)",,EnglishJapanese,"https://m.media-amazon.com/images/M/MV5BNjRiNmNjMmMtN2U2Yi00ODgxLTk3OTMtMmI1MTI1NjYyZTEzXkEyXkFqcGdeQXVyNjAwNDUxODI@._V1_QL75_UX190_CR0,2,190,281_.jpg"
tt0306414,The Wire,2002,2008,60,Crime Drama Thriller,9.3,381847,,"The Baltimore drug scene, as seen through the eyes of drug dealers and law enforcement.","Release dateJune 2, 2002 (United States)",,EnglishGreekMandarinSpanish,"https://m.media-amazon.com/images/M/MV5BZmY5ZDMxODEtNWIwOS00NjdkLTkyMjktNWRjMDhmYjJjN2RmXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UX190_CR0,2,190,281_.jpg"
tt0417299,Avatar: The Last Airbender,2005,2008,23,Action Adventure Animation,9.3,379302,,"In a war-torn world of elemental powers, a young boy reawakens to undertake a dangerous mystic quest to fulfill his destiny as the Avatar, and bring peace to the world.","Release dateFebruary 21, 2005 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BODc5YTBhMTItMjhkNi00ZTIxLWI0YjAtNTZmOTY0YjRlZGQ0XkEyXkFqcGdeQXVyODUwNjEzMzg@._V1_QL75_UY281_CR1,0,190,281_.jpg"
tt9140560,WandaVision,2021,2021,39,Action Comedy Drama,7.9,373920,,"Blends the style of classic sitcoms with the MCU, in which Wanda Maximoff and Vision - two super-powered beings living their ideal suburban lives - begin to suspect that everything is not as... Read all","Release dateJanuary 15, 2021 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BZGEwYmMwZmMtMTQ3MS00YWNhLWEwMmQtZTU5YTIwZmJjZGQ0XkEyXkFqcGdeQXVyMTI5MzA5MjA1._V1_QL75_UX190_CR0,2,190,281_.jpg"
tt13443470,Wednesday,2022,\N,45,Comedy Crime Fantasy,8.1,370817,,"Follows Wednesday Addams' years as a student, when she attempts to master her emerging psychic ability, thwart a killing spree, and solve the mystery that embroiled her parents.","Release dateNovember 23, 2022 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BM2ZmMjEyZmYtOGM4YS00YTNhLWE3ZDMtNzQxM2RhNjBlODIyXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt2467372,Brooklyn Nine-Nine,2013,2021,22,Comedy Crime,8.4,369991,,"Comedy series following the exploits of Det. Jake Peralta and his diverse, lovable colleagues as they police the NYPD's 99th Precinct.","Release dateSeptember 17, 2013 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BNzVkYWY4NzYtMWFlZi00YzkwLThhZDItZjcxYTU4ZTMzMDZmXkEyXkFqcGdeQXVyODUxOTU0OTg@._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt3107288,The Flash,2014,2023,43,Action Adventure Drama,7.5,369695,,"After being struck by lightning, Barry Allen wakes up from his coma to discover he's been given the power of super speed, becoming the Flash, and fighting crime in Central City.","Release dateOctober 7, 2014 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BYmMxNGQ4NzYtYmQzNC00N2I2LWI5NzUtMTU5MDczZGEzNDBlXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_QL75_UX190_CR0,2,190,281_.jpg"
tt0182576,Family Guy,1999,\N,22,Animation Comedy,8.1,366524,,"In a wacky Rhode Island town, a dysfunctional family strives to cope with everyday life as they are thrown from one crazy scenario to another.","Release dateJanuary 31, 1999 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BODEwZjEzMjAtNjQxMy00Yjc4LWFlMDAtYjhjZTAxNDU3OTg3XkEyXkFqcGdeQXVyOTM2NTM4MjA@._V1_QL75_UY281_CR11,0,190,281_.jpg"
tt1796960,Homeland,2011,2020,60,Crime Drama Mystery,8.3,362408,,A bipolar CIA operative becomes convinced a prisoner of war has been turned by al-Qaeda and is planning to carry out a terrorist attack on American soil.,"Release dateOctober 2, 2011 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BM2Q1YzUxYTYtOTkwZC00Mjk3LTllZWQtNThjYjllZjE2OTQwXkEyXkFqcGdeQXVyOTA3MTMyOTk@._V1_QL75_UX190_CR0,2,190,281_.jpg"
tt4052886,Lucifer,2016,2021,43,Crime Drama Fantasy,8.1,359389,,Lucifer Morningstar has decided he's had enough of being the dutiful servant in Hell and decides to spend some time on Earth to better understand humanity. He settles in Los Angeles - the Ci... Read all,"Release dateJanuary 25, 2016 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BNDJjMzc4NGYtZmFmNS00YWY3LThjMzQtYzJlNGFkZGRiOWI1XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt7631058,The Lord of the Rings: The Rings of Power,2022,\N,60,Action Adventure Drama,7,358907,,"Epic drama set thousands of years before the events of J.R.R. Tolkien's 'The Hobbit' and 'The Lord of the Rings' follows an ensemble cast of characters, both familiar and new, as they confro... Read all","Release dateSeptember 1, 2022 (United States)",,EnglishSindarin,"https://m.media-amazon.com/images/M/MV5BYTZmMzJhOTktNGJjOC00NDE0LThjNTItODQ0YjBjNzg2OWQ4XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_QL75_UX190_CR0,2,190,281_.jpg"
tt10986410,Ted Lasso,2020,2023,30,Comedy Drama Sport,8.8,357037,,"American college football coach Ted Lasso heads to London to manage AFC Richmond, a struggling English Premier League soccer team.","Release dateAugust 14, 2020 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BMTdmZjBjZjQtY2JiNS00Y2ZlLTg2NzgtMjUzMGY2OTVmOWJiXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg"
