tconst,title,startYear,endYear,runtime,genres,avgRating,numVotes,Rating,Summary,ReleaseDate,Genre,Language,Poster
tt2319283,Moone Boy,2012,2015,23,Comedy,8.1,6681,,"Martin Moone is a young boy who relies on the help of his imaginary friend, Sean, to deal with the quandaries of life in a wacky small-town Irish family circa 1990.","Release dateSeptember 14, 2012 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BMTUzNDQ3Nzc0MV5BMl5BanBnXkFtZTcwOTU1OTk5OA@@._V1_QL75_UY281_CR4,0,190,281_.jpg"
tt25375256,The Signal,2024,2024,62,Drama Mystery Sci-Fi,6,6681,,"When an astronaut mysteriously vanishes during a mission, her husband goes to investigate while navigating life as a single parent to their daughter.","Release dateMarch 7, 2024 (United States)",,German,"https://m.media-amazon.com/images/M/MV5BNzUxNmYzMjMtZDg4Zi00YzcyLTgxM2YtNjQ4NGFmMjY3YTQ3XkEyXkFqcGdeQXVyMTE5MTg5NDIw._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt2577192,Howards End,2017,2018,60,Drama Romance,7.2,6681,,"The social and class divisions in early 20th century England through the intersection of three families - the wealthy Wilcoxes, the gentle and idealistic Schlegels and the lower-middle class... Read all","Release dateApril 8, 2018 (United States)",,EnglishGermanChinese,"https://m.media-amazon.com/images/M/MV5BNTc4MDU4MDk4OF5BMl5BanBnXkFtZTgwODg1Mjg1NDM@._V1_QL75_UX190_CR0,2,190,281_.jpg"
tt1147691,Asi,2007,2009,90,Drama Romance,7.5,6676,,"The Kozcuoglu family, who have lived on their farm in Hatay for generations, faces challenges when Demir, a successful businessman, moves to the city. Demir has a purpose for revenge regardi... Read all","Release dateOctober 26, 2007 (Turkey)",,Turkish,"https://m.media-amazon.com/images/M/MV5BNzNhNDg4MDgtMzI0MS00NTBjLWI4NmUtYTg4YzRmOTdiODgxXkEyXkFqcGdeQXVyMjg0MzMwNzg@._V1_QL75_UY281_CR4,0,190,281_.jpg"
tt5145742,Bang Baaja Baaraat,2015,\N,20,Comedy,7.9,6672,,"Two people from very different backgrounds fall in love and decide to get married, but not without their parents blessings. Three days before the wedding they introduce each other with their... Read all","Release dateNovember 4, 2015 (India)",,Hindi,"https://m.media-amazon.com/images/M/MV5BMTc4MDM5MzYyM15BMl5BanBnXkFtZTgwMzcxOTEyNzE@._V1_QL75_UY281_CR11,0,190,281_.jpg"
tt0233044,Dinotopia,2002,2002,83,Adventure Family Fantasy,6.5,6670,,"After a plane crash, two opposing half-brothers find themselves on an amazing lost island where enlightened pacifist humans and intelligent talking dinosaurs have created a utopian medieval ... Read all","Release dateMay 12, 2002 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BYWRlNzVkNDMtZTc5Ni00Y2I0LWI1MTQtN2Y4MTYzNTYzNjE0XkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_QL75_UX190_CR0,2,190,281_.jpg"
tt5189944,Oh My Venus,2015,2016,60,Comedy Drama Romance,7.7,6666,,A lawyer in her thirties coming out of a long relationship decides to regain her figure and health after meeting a renowned personal trainer who obsesses with leading a healthy lifestyle aft... Read all,"Release dateNovember 16, 2015 (South Korea)",,Korean,"https://m.media-amazon.com/images/M/MV5BOTQwMTAzZmQtMTRmYy00MjVmLWFkNzEtMDljY2ZhN2Q5MGYzXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_QL75_UY281_CR5,0,190,281_.jpg"
tt1480925,Bakemonogatari,2009,2010,\N,Action Animation Comedy,8,6664,,"Third-year high school student Koyomi Araragi is human again. Cured of his vampirism, he seeks to help other supernaturals with their problems. Koyomi becomes involved in their lives, reveal... Read all","Release dateJuly 3, 2009 (Japan)",,Japanese,"https://m.media-amazon.com/images/M/MV5BYTNlMWFmYjQtM2E2ZC00ZDEwLWI1NjktY2MxMmJkYzNkMzkzXkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_QL75_UX190_CR0,2,190,281_.jpg"
tt2345459,8 Out of 10 Cats Does Countdown,2012,\N,30,Comedy Game-Show,8.2,6663,,A raunchy spoof edition of Countdown (1982) with the stars of 8 Out of 10 Cats (2005).,"Release dateJuly 12, 2018 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BYTEyYTUzZDYtNDgwMS00MmNiLTliMTUtNDg3NDRiOGFlNDhkXkEyXkFqcGdeQXVyMDE4MzA0NQ@@._V1_QL75_UY281_CR1,0,190,281_.jpg"
tt5556656,Kabaneri of the Iron Fortress,2016,2016,23,Action Adventure Animation,7.2,6658,,"A large group of survivors seek shelter while travelling on a train after their station was attacked by aggressive, undead creatures called Kabane.","Release dateApril 7, 2016 (Japan)",,Japanese,"https://m.media-amazon.com/images/M/MV5BYjVkMTI4YjktNzkxZC00NGI0LWIxZDEtNGVmNTcyYWY3NjJmXkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_QL75_UY281_CR5,0,190,281_.jpg"
tt0194624,Strangers with Candy,1999,2000,22,Comedy,8.1,6657,,A 46-year-old ex-drug addict returns to high school as a freshman.,"Release dateApril 7, 1999 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BMGYyZjRkMGEtNTIyNC00ODdlLTgxYzQtZDQ0ZTZiMmZmOWMyXkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_QL75_UX190_CR0,2,190,281_.jpg"
tt1441096,Accidentally on Purpose,2009,2010,22,Comedy Romance,6.3,6657,,"37-year-old Billie breaks up with her boss at the newspaper and gets pregnant by 22-year-old Zack, who moves into her apartment. They both have their pals.","Release dateSeptember 21, 2009 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BMjE3NDA3MzIyOF5BMl5BanBnXkFtZTcwMDM4NDk3Mg@@._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt0465327,The Emperor's New School,2006,2008,30,Adventure Animation Comedy,6.6,6656,,"Continuation of 2000's The Emperor's New Groove, showcasing Kuzco's attempts to graduate from his kingdom's school, and his former advisor Yzma's evil attempts to keep him from his goal.","Release dateJanuary 27, 2006 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BNzk0ZTE3OTUtMDc5Yy00Yjk2LTk4ZmItNzU4YjE1NzJhZGNjXkEyXkFqcGdeQXVyMTI1Mzg0ODA5._V1_QL75_UX190_CR0,2,190,281_.jpg"
tt1772685,The 1st Shop of Coffee Prince,2007,2007,55,Comedy Drama Romance,8.1,6653,,"A tomboy, mistaken for a lad, maintains the deception for the sake of employment. The situation becomes complicated when her male boss begins to develop feelings for this ""boy.""","Release dateJuly 2, 2007 (South Korea)",,Korean,"https://m.media-amazon.com/images/M/MV5BYTI2ODliYjYtNWQwZS00OWNlLWFiYTEtNDNhOTgyMjRkNTE2XkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_QL75_UY281_CR1,0,190,281_.jpg"
tt0409608,Ramsay's Kitchen Nightmares,2004,2014,60,Reality-TV,7.6,6650,,British reality series in which world-renowned chef Gordon Ramsay visits struggling restaurants in an effort to help them succeed.,"Release dateApril 27, 2004 (United Kingdom)",,English,"https://m.media-amazon.com/images/M/MV5BZDg5NTU4MzMtNjFjOC00YjViLThmNjctNjI4ZmQ0MGJiMGZkXkEyXkFqcGdeQXVyMTMxODA5ODYx._V1_QL75_UX190_CR0,2,190,281_.jpg"
tt14215442,Q: Into the Storm,2021,2021,59,Documentary Mystery,7.5,6644,,"When documentary filmmaker Cullen Hoback sets out to uncover the forces behind QAnon, his attention turns to 8chan, the site where ""Q"" posts.","Release dateMarch 21, 2021 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BNTZlMDQ0NGEtYWVjMS00ZGZmLTljM2YtNWI3ZjA3YjYwZWE1XkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt1186342,Tess of the D'Urbervilles,2008,2008,60,Drama Romance,7.6,6642,,"The story of Tess Durbeyfield, a low-born country girl whose family find they have noble connections.","Release dateJanuary 4, 2009 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BZDE1Y2FlZWItMDg4Ni00NDUzLThiYmYtOGE2NmY3YmJkYTJmXkEyXkFqcGdeQXVyNzQ5MzY0NjM@._V1_QL75_UY281_CR3,0,190,281_.jpg"
tt5511512,Trial & Error,2017,2018,22,Comedy Crime Mystery,7.9,6642,,"A spoof of crime documentaries about the arrest and trial of a beloved poetry professor from a small town in South Carolina, who is accused of brutally murdering his wife, and the young Nort... Read all","Release dateMarch 14, 2017 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BM2Y2ZTA5YjctOTUzMC00ZDQxLWEzY2UtZjFlODAyMTRlMDVjXkEyXkFqcGdeQXVyNjMxNzcwOTI@._V1_QL75_UY281_CR0,0,190,281_.jpg"
tt5619658,Flowers,2016,2018,30,Comedy Drama,8.1,6641,,Dark comedy about the eccentric members of the Flowers family. Maurice and Deborah are barely together but yet to divorce. They live with Maurice's batty mother and their maladjusted twin ch... Read all,"Release dateMay 5, 2016 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BNTZhYmI0Y2MtYzBjZS00ODRjLTkzNWItNmY5MmMyNTVjNTM4XkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_QL75_UY281_CR5,0,190,281_.jpg"
tt22074484,The Days,2023,2023,60,Drama History Thriller,7.2,6633,,"Blamed by some, hailed as heroes by others, those involved with Fukushima Daiichi face a deadly, invisible threat an unprecedented nuclear disaster.","Release dateJune 1, 2023 (United States)",,Japanese,"https://m.media-amazon.com/images/M/MV5BNDk3OTExMTEtMWI1Ny00YmI1LTg3OTUtMWYwNjEwZWJlOWJiXkEyXkFqcGdeQXVyMTUyMzg5NzM2._V1_QL75_UY281_CR6,0,190,281_.jpg"
tt5857720,ReLIFE,2016,2018,24,Animation Comedy Drama,7.8,6627,,"A young man, failing at life, is offered a new start as a 10 years younger high-school student.","Release dateJuly 1, 2016 (United States)",,EnglishHindiGermanJapanese,"https://m.media-amazon.com/images/M/MV5BN2E0OWQ0YjQtYjA5Yy00ZGY0LWIyMGYtYTZiMzg5NzQ5M2E4XkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_QL75_UX190_CR0,2,190,281_.jpg"
tt0264700,Second Spring,1998,2001,48,Comedy Drama Family,8.7,6625,English1,English2,English3,English4,Turkish,English7
tt11694186,Domina,2021,2023,60,Drama History,7.2,6622,,"The life and rise of Livia Drusilla, the powerful wife of the Roman emperor Augustus Caesar.","Release dateJune 6, 2021 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BMjg4ZGE4NmMtMjJiYy00MDgxLWE3NmQtZjM0MTI2MGRjNjE3XkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt0086730,Highway to Heaven,1984,1989,60,Drama Fantasy,6.8,6619,,"A probationary angel, sent back to Earth, teams with an ex-cop to help people.","Release dateSeptember 19, 1984 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BMTM4ODM5NTMzOF5BMl5BanBnXkFtZTcwMTU1NDAzMQ@@._V1_QL75_UY281_CR5,0,190,281_.jpg"
tt21315194,I Just Killed My Dad,2022,2022,\N,Crime Documentary,6.8,6619,,"Anthony Templet shot his father and never denied it. But why he did it is a complex question with profound implications. Explore Anthony's psyche prior to the events of June 3, 2019 and the ... Read all","Release dateAugust 9, 2022 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BYmVjZTdhODAtMDlmZC00YWE5LWFkYTItN2YzMTE2MGU4N2JmXkEyXkFqcGdeQXVyMjAwNzczNTU@._V1_QL75_UX190_CR0,2,190,281_.jpg"
tt0086815,Thomas & Friends,1984,2021,11,Adventure Animation Comedy,6.5,6618,,This series follows the adventures of Thomas the Tank Engine and all of his engine friends on the Island of Sodor.,Release date2021 (United States),,SpanishFrenchChineseJapaneseEnglish,"https://m.media-amazon.com/images/M/MV5BYThiOGRjYmUtYWIzNy00YmE5LThmYWUtYjJiM2E0MWNjZDhkXkEyXkFqcGdeQXVyOTgxMDQ4MDE@._V1_QL75_UX190_CR0,20,190,281_.jpg"
tt7161312,Informer,2018,2018,60,Crime Drama Thriller,7.8,6616,,A young East London man is coerced by an officer to work undercover for him.,"Release dateJanuary 11, 2019 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BNjY1MDEwMTctZTI3ZC00MzA1LWJiMjYtODM1YzBlZGQ4ZjEzXkEyXkFqcGdeQXVyNjI4OTg2Njg@._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt7413448,Pretty Little Liars: The Perfectionists,2019,2019,45,Crime Drama Mystery,6.8,6612,,"Everything about the town of Beacon Heights seems perfect, but in the aftermath of the town's first murder, behind every Perfectionist hides secrets, lies and much needed alibies.","Release dateMarch 20, 2019 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BNzM3NTc4MTUzM15BMl5BanBnXkFtZTgwMzQxMzI0NzM@._V1_QL75_UY281_CR0,0,190,281_.jpg"
tt2761630,Klondike,2014,2014,46,Adventure Biography Drama,7.3,6610,,"Two childhood friends, Bill Haskell and Byron Epstein, embark on a journey to Klondike, Yukon, in hopes of discovering a fortune in a remote town.","Release dateJanuary 20, 2014 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BMTk2NDM2NjEyMV5BMl5BanBnXkFtZTgwOTgxNzQxMTE@._V1_QL75_UY281_CR1,0,190,281_.jpg"
tt14903834,Class of '09,2023,2023,\N,Crime Drama Thriller,6.6,6609,,FBI agents who graduated from Quantico in 2009 are reunited following the death of a mutual friend.,"Release dateMay 10, 2023 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BZDdkNjIyY2YtZTc3My00MDY1LThlNGEtYjExMWYzY2ViYWMyXkEyXkFqcGdeQXVyOTM4MTIwNTA@._V1_QL75_UY281_CR18,0,190,281_.jpg"
tt9899340,Her Private Life,2019,2019,75,Comedy Romance,7.7,6609,,"A romantic comedy about a talented gallery curator named Sung Duk Mi, who is an idol fan-girl underneath her professional veneer. Meanwhile, her boss Ryan becomes a passionate fan-boy of her... Read all","Release dateJuly 16, 2021 (United States)",,Korean,"https://m.media-amazon.com/images/M/MV5BNzg5M2NjYTAtMGRmZi00Y2NhLWIyOWYtMDgzODY4YjE4MDk5XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_QL75_UY281_CR4,0,190,281_.jpg"
tt0914376,The Innocent Man,2018,2018,47,Crime Documentary,7.3,6605,,"The story of Ron Williamson, a man who sat on Oklahoma's death row for 11 years for a crime he didn't commit. Based on John Grisham's ""The Innocent Man: Murder and Injustice in a Small Town.... Read all","Release dateDecember 14, 2018 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BMTg3NjU3MTQ0OV5BMl5BanBnXkFtZTgwMzQwMzA4NjM@._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt21874046,My Name Is Farah,2023,2023,139,Action Crime Drama,5.3,6605,,Farah is a 28-year-old Iranian doctor who works illegally as a cleaner in Istanbul and witnesses a murder committed by the mafia.,"Release dateMarch 1, 2023 (United States)",,TurkishPersian,"https://m.media-amazon.com/images/M/MV5BMzQ2MWIzMmItMzMyZC00OTIwLTg2ZGQtZTczNzNmN2IwNDRhXkEyXkFqcGdeQXVyMTAxODQ2NDU1._V1_QL75_UY281_CR4,0,190,281_.jpg"
tt0058855,The Wild Wild West,1965,1969,50,Action Adventure Western,8.1,6601,,"Two Secret Service agents, equipped with a wide array of gizmos, work for the government in the Old West.","Release dateSeptember 17, 1965 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BOTAxMTE0MTQ4MF5BMl5BanBnXkFtZTcwMzU1MzE1MQ@@._V1_QL75_UY281_CR4,0,190,281_.jpg"
tt13649314,Irma Vep,2022,2022,54,Comedy Drama,6.8,6598,,"Mira is an American movie star disillusioned by her career and recent breakup, who comes to France to star as Irma Vep in a remake of the French silent film classic, ""Les Vampires.""","Release dateJune 6, 2022 (United States)",,EnglishFrench,"https://m.media-amazon.com/images/M/MV5BZDg1NDRlZTAtNzg0ZC00MTE2LWE2YzEtNmYxZmQ2ZmQ0ODIzXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt0260615,The Forsyte Saga,2002,2003,276,Drama History Romance,8.1,6595,,"Chronicles the lives of three generations of the upper-middle-class British family, the Forsytes, from the 1870s to 1920.","Release dateOctober 6, 2002 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BYmZjYzdjODYtNzk0Ni00MzU5LTgzMzMtN2NmMGEyOWYwNjlmXkEyXkFqcGdeQXVyNjk2Mjc2OTI@._V1_QL75_UY281_CR5,0,190,281_.jpg"
tt2141913,Review,2014,2017,\N,Comedy,8.4,6588,,"In this spoof of review shows, Forrest MacNeil, a critic obsessed with his work, experiences whatever the viewers ask him to review including divorce, anonymous sex, and all manner of crimin... Read all","Release dateFebruary 27, 2014 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BMjI2M2U5NmQtOTBjNC00MzE1LTgwZTctNTI2YmJkZWYzMTc1XkEyXkFqcGdeQXVyMjQzNzk2ODk@._V1_QL75_UY281_CR4,0,190,281_.jpg"
tt19882482,B.E. Rojgaar,2022,\N,35,Drama,9,6586,,"An aspirational tale of three engineer friends, Akshay, Piyu and Papdya, who go on a journey from being 'be rojgaar' to creating 'rojgaar' by stumbling on a start-up idea and going back to t... Read all","Release dateMay 20, 2022 (India)",,Marathi,"https://m.media-amazon.com/images/M/MV5BMTljZWM3NjQtYjcwNy00YjcxLTkyYjMtNDRkYmU2ODFkYWQ4XkEyXkFqcGdeQXVyMTA0MjE2MDIz._V1_QL75_UX190_CR0,49,190,281_.jpg"
tt16283758,Supacell,2024,\N,60,Action Adventure Drama,6.9,6583,,A group of seemingly ordinary people from South London unexpectedly develop super powers. They don't seem to have a connection between them aside from being Black.,"Release dateJune 27, 2024 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BYWM3M2ViZTMtZTIxYS00ZGViLWE1MzUtOTYzMGZjOGMzYTMxXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_QL75_UY281_CR6,0,190,281_.jpg"
tt0090466,L.A. Law,1986,1994,46,Drama,7.1,6581,,The lives and work of the staff of a major Los Angeles law firm.,"Release dateSeptember 15, 1986 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BOGNmYTQ4NzktY2I3YS00M2UwLWExNjUtNTc0NzFlNDBhOTNkXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_QL75_UY281_CR5,0,190,281_.jpg"
tt8765446,Upright,2019,\N,30,Comedy Drama,8.4,6580,,"Two misfits, thrown together by chance in the middle of the Australian desert, forge bonds in a quest to transport a precious piano from one side of the country to the other.","Release dateNovember 30, 2019 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BNzk5ODJiOWUtMTBkNi00MTU4LWE5YmEtOGMxYmE3YTgwMDZlXkEyXkFqcGdeQXVyMTQyOTE3ODk1._V1_QL75_UY281_CR2,0,190,281_.jpg"
tt22872838,FIFA Uncovered,2022,2022,55,Crime Documentary Sport,7.4,6576,,"From power struggles to global politics, an exploration of FIFA reveals the organization's checkered history and what it takes to host a World Cup.","Release dateNovember 9, 2022 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BODYwYTEwMGUtZjJiNS00YjllLTg1MDktNTIyODAyZTNhNjgwXkEyXkFqcGdeQXVyMTU3MzE1NTYy._V1_QL75_UY281_CR4,0,190,281_.jpg"
tt8708280,State of the Union,2019,2022,10,Comedy Drama Romance,7.7,6576,,"Louise and Tom who meet in a pub immediately before their weekly marital therapy session. Each episode pieces together how their lives were, what drew them together, and what has started to ... Read all","Release dateMay 6, 2019 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BMTEwNDc2Nzg3ODFeQTJeQWpwZ15BbWU4MDc3Mzc2NTcz._V1_QL75_UX190_CR0,8,190,281_.jpg"
tt0845738,When They Cry,2006,2006,24,Animation Drama Horror,7.8,6574,,The story of a group of young friends and the mysterious events that occur in the rural village of Hinamizawa.,"Release dateApril 5, 2006 (United States)",,Japanese,"https://m.media-amazon.com/images/M/MV5BMTM1OTU3YjktMDdlYS00ODM2LWEwNmItMzA4MTU3YjRjYTlkXkEyXkFqcGdeQXVyMzUwNDIxMjQ@._V1_QL75_UY281_CR6,0,190,281_.jpg"
tt11977528,Samantar,2020,\N,\N,Mystery,8.3,6573,,"What if two individuals share the same destiny- the same palm lines, then what would happen? Samantar is a story about a young man Kumar Mahajan, whose life changes after he goes on journey ... Read all","Release dateMarch 13, 2020 (India)",,Marathi,"https://m.media-amazon.com/images/M/MV5BYjVjOThlNTAtMzEwOC00YjE3LTk4M2UtNjkwNjc2ZjIyYzg5XkEyXkFqcGdeQXVyMTE0Nzg1NjQ2._V1_QL75_UX190_CR0,11,190,281_.jpg"
tt22297722,Lookism,2022,\N,25,Action Animation Drama,7.6,6570,,"In a society that favors good looks, a high school outcast leads a double life switching between his two bodies that are polar opposites in appearance.","Release dateDecember 8, 2022 (United States)",,Korean,"https://m.media-amazon.com/images/M/MV5BM2MzYThlMWQtYWQyYy00ZWZmLTljMmMtMWEzZmYyZTNjZWYyXkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt2239947,Political Animals,2012,2012,60,Drama,7.6,6570,,A divorced former First Lady is currently serving as the Secretary of State. She deals with State Department issues while trying to keep her family together.,"Release dateJuly 15, 2012 (United States)",,EnglishRussianChineseFrench,"https://m.media-amazon.com/images/M/MV5BMjIxMjY3MjgyNl5BMl5BanBnXkFtZTcwOTc1Mjc5Nw@@._V1_QL75_UY281_CR12,0,190,281_.jpg"
tt5722214,Stan Against Evil,2016,2018,30,Comedy Fantasy Horror,7.3,6570,,"An aging police sheriff begrudgingly joins an alliance with a new sheriff, Evie Barret, to battle angry demons haunting their small New Hampshire town.","Release dateNovember 2, 2016 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BMTcwMzc2Nzc2NF5BMl5BanBnXkFtZTgwNjg0MzU4MzI@._V1_QL75_UX190_CR0,5,190,281_.jpg"
tt10140028,Q-Force,2021,2021,30,Action Adventure Animation,6.7,6569,,A handsome secret agent and his team of LGBTQ superspies embark on extraordinary adventures.,"Release dateSeptember 2, 2021 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BZjFiNjIyNmEtZGVhNC00ZDFhLThkZGUtN2ZmYzFmMDFjMDMzXkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_QL75_UY281_CR18,0,190,281_.jpg"
tt4578474,Famous in Love,2017,2018,42,Drama Romance,6.7,6569,,A college student's big break in a Hollywood blockbuster leaves her navigating through an undeniable chemistry.,"Release dateApril 18, 2017 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BNzA0ODk4NjEwNl5BMl5BanBnXkFtZTgwMzk5OTg4NDM@._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt21818260,Criminal Justice: Adhura Sach,2022,\N,45,Crime Drama Mystery,7.7,6554,,Madhav Mishra is back to fight his toughest case yet nothing is simple and straightforward. Will justice win?,"Release dateAugust 26, 2022 (India)",,Hindi,"https://m.media-amazon.com/images/M/MV5BZmVjMDAzZjMtNGNiNS00NzY3LTk2YjUtYjg0ZWVhYzU3N2ZlXkEyXkFqcGdeQXVyMTE3MzIyMDM5._V1_QL75_UY281_CR11,0,190,281_.jpg"
tt8080292,The Watch,2020,2021,\N,Comedy Crime Drama,5.5,6552,,A group of misfit cops rise up from decades of helplessness to save their corrupt city from catastrophe.,"Release dateDecember 31, 2020 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BYzMwMGM1MWItNjAwMC00YmY3LWFmNjQtMGM1N2YzODliOThmXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_QL75_UX190_CR0,2,190,281_.jpg"
tt0774809,Fate/stay night,2006,2006,23,Action Adventure Animation,7.2,6551,,Amateur mage Shirou Emiya gets involved in a fight between mages using mythological heroes.,"Release dateJanuary 7, 2006 (United States)",,JapaneseEnglishPortugueseSpanish,"https://m.media-amazon.com/images/M/MV5BYTExZmM2ZjktM2E0NS00MjY4LWFkYTktYjc4OWMzMjNmOTgyXkEyXkFqcGdeQXVyMTA1OTEwNjE@._V1_QL75_UY281_CR5,0,190,281_.jpg"
tt7243884,Catherine the Great,2019,2019,60,Biography Drama History,6.2,6550,,The life and times of the woman who reformed the Russian empire.,"Release dateOctober 21, 2019 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BZTI0ODk3YTEtODVlMS00ZmVlLThjOTYtYWZjOWFiOGRkZjBlXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_QL75_UY281_CR1,0,190,281_.jpg"
tt0367409,Shaman King,2001,2005,\N,Action Adventure Animation,8,6548,,"SHAMAN KING follows the adventures of a 13-year-old shaman and his teammate a samurai warrior spirit, who traverse the world fighting evil spirits and misguided shamans on their journey to b... Read all","Release dateAugust 30, 2003 (United States)",,JapaneseEnglish,"https://m.media-amazon.com/images/M/MV5BZDRjOWQ0ZGQtZDI2Ni00MmI2LWIzOTctYjlhYzQwYzNiODM2XkEyXkFqcGdeQXVyMTI1Mzg0ODA5._V1_QL75_UY281_CR6,0,190,281_.jpg"
tt12987918,Good Morning  Verônica,2020,2024,49,Crime Drama Mystery,7.5,6546, English1,English2,English3,English4,Portuguese,English7
tt0094500,The Lion  the Witch & the Wardrobe,1988,1988,29,Adventure Drama Family,7.2,6542,English1,English2,English3,English4,English,English7
tt6599482,The Romanoffs,2018,2018,60,Drama,7,6541,,Anthology of eight stories about people who believe themselves to be descendant of the Russian Royal family.,"Release dateOctober 12, 2018 (United States)",,EnglishFrench,"https://m.media-amazon.com/images/M/MV5BMjI0NjY4ODEwNl5BMl5BanBnXkFtZTgwNzk1MzAwNjM@._V1_QL75_UX190_CR0,2,190,281_.jpg"
tt20234568,Weak Hero Class 1,2022,\N,40,Action Drama Thriller,8.5,6540,,"Yeon Shi-eun is a model student, who ranks at the top at his school. Physically, he appears like a weak boy, but, by using his smarts, tools, and psychology, he fights against violence that ... Read all","Release dateNovember 17, 2022 (United States)",,Korean,"https://m.media-amazon.com/images/M/MV5BN2ViNTA0YzctYjAxOS00NGIzLWIzMTAtOGVkY2QyN2ZiOTBhXkEyXkFqcGdeQXVyMTUyNjc3NDQ4._V1_QL75_UY281_CR4,0,190,281_.jpg"
tt9805612,The Last Hour,2021,\N,36,Crime Drama Fantasy,7.1,6539,,"A mysterious young shaman, on the run protecting a secret gift, joins hands with a seasoned city cop to hunt down a dangerous figure from his dark past. But when he falls for the cop's young... Read all","Release dateMay 13, 2021 (United States)",,,"https://m.media-amazon.com/images/M/MV5BNDNmNTNjOTAtNmI4Mi00MTY5LWI4ODgtYmI2NGVhNzM5MDczXkEyXkFqcGdeQXVyMTIxMDk2NDE4._V1_QL75_UY281_CR18,0,190,281_.jpg"
tt12994306,Deceit,2021,2021,47,Biography Crime Drama,6.9,6533,,Follows the true story of a controversial honeytrap at the heart of the 1992 police investigation into the murder of a young mother in London.,"Release dateAugust 13, 2021 (United Kingdom)",,English,"https://m.media-amazon.com/images/M/MV5BODg4YzY4YWMtMzMyMi00NmRiLTgyMzgtMzI1NWZhNTIzZjUzXkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_QL75_UX190_CR0,4,190,281_.jpg"
